2024-11-19 22:38:27 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 22:38:28 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 22:38:28 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 22:38:28 INFO  LoginPageTests:23 - Login Page is Initialised
2024-11-19 22:38:30 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:38:30 INFO  LoginPage:76 - Expected page title: Login - HP Banking
2024-11-19 22:38:30 INFO  LoginPage:77 - Fetch page title: Login - HP Banking
2024-11-19 22:38:30 INFO  LoginPageTests:27 - Login Page is opened
2024-11-19 22:38:30 INFO  TestData:66 - Row 1 data: {Comment=Enter invalid username and incorrect password, UserName/Email=invalidUser, Password=wrongPassword123}
2024-11-19 22:38:30 INFO  TestData:66 - Row 2 data: {Comment=Enter valid username and incorrect password, UserName/Email=validUser, Password=123.0}
2024-11-19 22:38:30 INFO  TestData:66 - Row 3 data: {Comment=Enter invalid username and leave password field blank, UserName/Email=invalidUser, Password=}
2024-11-19 22:38:30 INFO  TestData:66 - Row 4 data: {Comment=Leave username field blank and enter valid password, UserName/Email=, Password=12345.0}
2024-11-19 22:38:30 INFO  TestData:66 - Row 5 data: {Comment=Leave both fields blank, UserName/Email=, Password=}
2024-11-19 22:38:30 INFO  TestData:66 - Row 6 data: {Comment=Enter special characters in username field, UserName/Email=!@#$%^&*(), Password=12345.0}
2024-11-19 22:38:30 INFO  TestData:66 - Row 7 data: {Comment=Enter invalid email without "@", UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 22:38:30 INFO  TestData:66 - Row 8 data: {Comment=Enter email without domain, UserName/Email=invalid@, Password=12345.0}
2024-11-19 22:38:30 INFO  TestData:66 - Row 9 data: {Comment=Enter valid email and blank password, UserName/Email=chaudhariminal09@gmail.com, Password=}
2024-11-19 22:38:30 INFO  TestData:66 - Row 10 data: {Comment=Enter invalid email and valid password, UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 22:38:30 INFO  TestData:66 - Row 11 data: {Comment=Enter email with spaces and valid password, UserName/Email=user @example.com, Password=12345.0}
2024-11-19 22:38:30 INFO  TestData:66 - Row 12 data: {Comment=Enter email with special characters and invalid password, UserName/Email=user@inv@lid.com, Password=wrongPass}
2024-11-19 22:38:30 INFO  LoginPageTests:53 - fetched username/email: invalidUser
2024-11-19 22:38:30 INFO  LoginPageTests:54 - fetched password: wrongPassword123
2024-11-19 22:38:30 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:30 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
2024-11-19 22:38:30 INFO  LoginPageTests:53 - fetched username/email: validUser
2024-11-19 22:38:30 INFO  LoginPageTests:54 - fetched password: 123.0
2024-11-19 22:38:31 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:31 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
2024-11-19 22:38:31 INFO  LoginPageTests:53 - fetched username/email: invalidUser
2024-11-19 22:38:31 INFO  LoginPageTests:54 - fetched password: 
2024-11-19 22:38:31 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:32 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
2024-11-19 22:38:32 INFO  LoginPageTests:53 - fetched username/email: 
2024-11-19 22:38:32 INFO  LoginPageTests:54 - fetched password: 12345.0
2024-11-19 22:38:32 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:32 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
2024-11-19 22:38:32 INFO  LoginPageTests:53 - fetched username/email: 
2024-11-19 22:38:32 INFO  LoginPageTests:54 - fetched password: 
2024-11-19 22:38:33 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:33 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
2024-11-19 22:38:33 INFO  LoginPageTests:53 - fetched username/email: !@#$%^&*()
2024-11-19 22:38:33 INFO  LoginPageTests:54 - fetched password: 12345.0
2024-11-19 22:38:33 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:34 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
2024-11-19 22:38:34 INFO  LoginPageTests:53 - fetched username/email: invalidemail.com
2024-11-19 22:38:34 INFO  LoginPageTests:54 - fetched password: 12345.0
2024-11-19 22:38:34 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:34 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
2024-11-19 22:38:34 INFO  LoginPageTests:53 - fetched username/email: invalid@
2024-11-19 22:38:34 INFO  LoginPageTests:54 - fetched password: 12345.0
2024-11-19 22:38:35 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:35 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
2024-11-19 22:38:35 INFO  LoginPageTests:53 - fetched username/email: chaudhariminal09@gmail.com
2024-11-19 22:38:35 INFO  LoginPageTests:54 - fetched password: 
2024-11-19 22:38:35 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:36 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
2024-11-19 22:38:36 INFO  LoginPageTests:53 - fetched username/email: invalidemail.com
2024-11-19 22:38:36 INFO  LoginPageTests:54 - fetched password: 12345.0
2024-11-19 22:38:36 INFO  LoginPage:67 - Sign In button clicked
2024-11-19 22:38:36 INFO  LoginPage:123 - Fetched text from alert: Please Enter Your Correct Username/Email or Password !!
