2024-11-19 21:29:27 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 21:29:28 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 21:29:28 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 21:29:28 INFO  LoginPageTests:21 - Login Page is Initialised
2024-11-19 21:29:30 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:29:30 INFO  LoginPage:74 - Expected page title: Login - HP Banking
2024-11-19 21:29:30 INFO  LoginPage:75 - Fetch page title: Login - HP Banking
2024-11-19 21:29:30 INFO  LoginPageTests:25 - Login Page is opened
2024-11-19 21:29:30 INFO  TestData:66 - Row 1 data: {Comment=Enter invalid username and incorrect password, UserName/Email=invalidUser, ExpectedMessage=Invalid credentials, Password=wrongPassword123}
2024-11-19 21:29:30 INFO  TestData:66 - Row 2 data: {Comment=Enter valid username and incorrect password, UserName/Email=validUser, ExpectedMessage=Email or Phone required, Password=123.0}
2024-11-19 21:29:30 INFO  TestData:66 - Row 3 data: {Comment=Enter invalid username and leave password field blank, UserName/Email=invalidUser, ExpectedMessage=Password required, Password=}
2024-11-19 21:29:30 INFO  TestData:66 - Row 4 data: {Comment=Leave username field blank and enter valid password, UserName/Email=, ExpectedMessage=null, Password=12345.0}
2024-11-19 21:29:30 INFO  TestData:66 - Row 5 data: {Comment=Leave both fields blank, UserName/Email=, ExpectedMessage=null, Password=}
2024-11-19 21:29:30 INFO  TestData:66 - Row 6 data: {Comment=Enter special characters in username field, UserName/Email=!@#$%^&*(), ExpectedMessage=null, Password=12345.0}
2024-11-19 21:29:30 INFO  TestData:66 - Row 7 data: {Comment=Enter invalid email without "@", UserName/Email=invalidemail.com, ExpectedMessage=null, Password=12345.0}
2024-11-19 21:29:30 INFO  TestData:66 - Row 8 data: {Comment=Enter email without domain, UserName/Email=invalid@, ExpectedMessage=null, Password=12345.0}
2024-11-19 21:29:30 INFO  TestData:66 - Row 9 data: {Comment=Enter valid email and blank password, UserName/Email=chaudhariminal09@gmail.com, ExpectedMessage=null, Password=}
2024-11-19 21:29:30 INFO  TestData:66 - Row 10 data: {Comment=Enter invalid email and valid password, UserName/Email=invalidemail.com, ExpectedMessage=null, Password=12345.0}
2024-11-19 21:29:30 INFO  TestData:66 - Row 11 data: {Comment=Enter email with spaces and valid password, UserName/Email=user @example.com, ExpectedMessage=null, Password=12345.0}
2024-11-19 21:29:30 INFO  TestData:66 - Row 12 data: {Comment=Enter email with special characters and invalid password, UserName/Email=user@inv@lid.com, ExpectedMessage=null, Password=wrongPass}
2024-11-19 21:29:30 INFO  LoginPageTests:93 - Driver tear down complete ...
