2024-11-19 19:04:14 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 19:04:17 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 19:04:17 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 19:04:17 INFO  LoginPageTests:21 - Login Page is Initialised
2024-11-19 19:04:19 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 19:04:19 INFO  LoginPage:74 - Expected page title: Login - HP Banking
2024-11-19 19:04:19 INFO  LoginPage:75 - Fetch page title: Login - HP Banking
2024-11-19 19:04:19 INFO  LoginPageTests:25 - Login Page is opened
2024-11-19 19:04:19 INFO  TestData:66 - Row 1 data: {UserName/Email=invalid@example.com, ExpectedMessage=Invalid credentials, Password=invalidPassword}
2024-11-19 19:04:19 INFO  TestData:66 - Row 2 data: {UserName/Email=, ExpectedMessage=Email or Phone required, Password=password}
2024-11-19 19:04:19 INFO  TestData:66 - Row 3 data: {UserName/Email=email@example.com, ExpectedMessage=Password required, Password=}
2024-11-19 19:04:20 INFO  LoginPageTests:93 - Driver tear down complete ...
